,team,rival,win,tie,loss,difference,total,metric
480,Aruba,French Guiana,2,0,2,0,4,0.0
481,Grenada,Aruba,2,1,0,2,3,0.6666666666666670
482,Guam,Aruba,1,1,0,1,2,0.5
483,Aruba,Guyana,1,0,1,0,2,0.0
484,Haiti,Aruba,0,1,0,0,1,0.0
485,Jamaica,Aruba,1,0,2,-1,3,-0.3333333333333330
486,Montserrat,Aruba,0,0,1,-1,1,-1.0
487,Netherlands,Aruba,0,1,0,0,1,0.0
488,Panama,Aruba,0,1,0,0,1,0.0
489,Puerto Rico,Aruba,1,1,0,1,2,0.5
490,Aruba,Saint Kitts and Nevis,0,0,2,-2,2,-1.0
491,Aruba,Saint Lucia,3,0,0,3,3,1.0
492,Suriname,Aruba,9,5,4,5,18,0.2777777777777780
493,Trinidad and Tobago,Aruba,1,0,1,0,2,0.0
494,Turks and Caicos Islands,Aruba,1,0,0,1,1,1.0
495,Venezuela,Aruba,0,0,2,-2,2,-1.0
496,American Samoa,Australia,1,0,0,1,1,1.0
497,Bahrain,Australia,3,0,2,1,5,0.2
498,Australia,Bangladesh,1,0,1,0,2,0.0
499,Brazil,Australia,4,1,3,1,8,0.125
500,Bulgaria,Australia,0,2,2,-2,4,-0.5
501,Canada,Australia,6,1,2,4,9,0.4444444444444440
502,Chile,Australia,2,2,1,1,5,0.2
503,China PR,Australia,4,1,5,-1,10,-0.1
504,Chinese Taipei,Australia,5,0,0,5,5,1.0
505,Colombia,Australia,1,1,1,0,3,0.0
506,Cook Islands,Australia,2,0,0,2,2,1.0
507,Costa Rica,Australia,1,0,0,1,1,1.0
508,Croatia,Australia,4,2,0,4,6,0.6666666666666670
509,Czechoslovakia,Australia,0,2,6,-6,8,-0.75
510,Denmark,Australia,2,1,1,1,4,0.25
511,Australia,Ecuador,0,0,1,-1,1,-1.0
512,Egypt,Australia,1,1,0,1,2,0.5
513,United Kingdom,Australia,1,2,4,-3,7,-0.42857142857142900
514,Fiji,Australia,8,0,1,7,9,0.7777777777777780
515,France,Australia,3,1,1,2,5,0.4
516,Germany,Australia,3,1,2,1,6,0.16666666666666700
517,Ghana,Australia,4,2,1,3,7,0.42857142857142900
518,Greece,Australia,2,2,3,-1,7,-0.14285714285714300
519,Australia,Honduras,1,1,0,1,2,0.5
520,Hong Kong,Australia,4,0,4,0,8,0.0
521,India,Australia,3,1,3,0,7,0.0
522,Indonesia,Australia,7,3,4,3,14,0.21428571428571400
523,Iran,Australia,3,2,2,1,7,0.14285714285714300
524,Iraq,Australia,8,2,1,7,11,0.6363636363636360
525,Israel,Australia,3,8,3,0,14,0.0
526,Jamaica,Australia,2,0,0,2,2,1.0
527,Japan,Australia,10,9,5,5,24,0.20833333333333300
528,Jordan,Australia,4,0,1,3,5,0.6
529,Kenya,Australia,1,0,0,1,1,1.0
530,Kuwait,Australia,6,2,4,2,12,0.16666666666666700
531,Kyrgyzstan,Australia,1,0,1,0,2,0.0
532,Australia,Lebanon,1,0,1,0,2,0.0
533,Liechtenstein,Australia,1,0,0,1,1,1.0
534,Australia,Malaysia,3,0,3,0,6,0.0
535,Australia,Mexico,0,2,2,-2,4,-0.5
536,Morocco,Australia,1,0,0,1,1,1.0
537,Netherlands,Australia,0,2,2,-2,4,-0.5
538,New Caledonia,Australia,1,0,3,-2,4,-0.5
539,New Zealand,Australia,32,10,20,12,62,0.1935483870967740
540,Nigeria,Australia,1,0,0,1,1,1.0
541,North Korea,Australia,1,1,1,0,3,0.0
542,Northern Ireland,Australia,0,1,1,-1,2,-0.5
543,Norway,Australia,2,1,0,2,3,0.6666666666666670
544,Oman,Australia,5,3,1,4,9,0.4444444444444440
545,Papua New Guinea,Australia,1,0,0,1,1,1.0
546,Paraguay,Australia,2,3,0,2,5,0.4
547,Peru,Australia,0,0,1,-1,1,-1.0
548,Qatar,Australia,3,1,1,2,5,0.4
549,Samoa,Australia,1,0,0,1,1,1.0
550,Saudi Arabia,Australia,5,2,1,4,8,0.5
551,Scotland,Australia,3,1,1,2,5,0.4
552,Australia,Serbia,1,1,0,1,2,0.5
553,Singapore,Australia,1,1,4,-3,6,-0.5
554,Slovakia,Australia,0,1,0,0,1,0.0
555,Solomon Islands,Australia,5,1,4,1,10,0.1
556,Australia,South Africa,7,4,10,-3,21,-0.14285714285714300
557,South Korea,Australia,12,11,5,7,28,0.25
558,Spain,Australia,0,0,1,-1,1,-1.0
559,Australia,Sweden,2,2,1,1,5,0.2
560,Australia,Syria,2,1,0,2,3,0.6666666666666670
561,Tahiti,Australia,8,0,2,6,10,0.6
562,Tajikistan,Australia,1,0,1,0,2,0.0
563,Thailand,Australia,2,1,2,0,5,0.0
564,Tonga,Australia,1,0,0,1,1,1.0
565,Tunisia,Australia,0,0,1,-1,1,-1.0
566,Turkey,Australia,0,0,2,-2,2,-1.0
567,United Arab Emirates,Australia,3,2,1,2,6,0.3333333333333330
568,United States,Australia,0,1,2,-2,3,-0.6666666666666670
569,Uruguay,Australia,5,0,2,3,7,0.42857142857142900
570,Uzbekistan,Australia,1,1,2,-1,4,-0.25
571,Vanuatu,Australia,4,0,0,4,4,1.0
572,Zimbabwe,Australia,0,2,2,-2,4,-0.5
573,Austria,Argentina,0,1,1,-1,2,-0.5
574,Austria,Azerbaijan,2,1,1,1,4,0.25
575,Austria,Belarus,2,0,2,0,4,0.0
576,Belgium,Austria,5,3,6,-1,14,-0.07142857142857140
577,Austria,Bosnia and Herzegovina,2,3,0,2,5,0.4
578,Brazil,Austria,1,3,6,-5,10,-0.5
579,Austria,Bulgaria,6,2,0,6,8,0.75
580,Austria,Cameroon,0,2,1,-1,3,-0.3333333333333330
581,Canada,Austria,0,0,1,-1,1,-1.0
582,Chile,Austria,0,1,2,-2,3,-0.6666666666666670
583,Costa Rica,Austria,1,1,0,1,2,0.5
584,Austria,Croatia,1,0,4,-3,5,-0.6
585,Cyprus,Austria,3,1,3,0,7,0.0
586,Austria,Czech Republic,2,1,2,0,5,0.0
587,Austria,Czechoslovakia,16,11,8,8,35,0.22857142857142900
588,Denmark,Austria,7,1,1,6,9,0.6666666666666670
589,Egypt,Austria,2,1,0,2,3,0.6666666666666670
590,Austria,United Kingdom,7,4,7,0,18,0.0
591,Estonia,Austria,1,0,1,0,2,0.0
592,Faroe Islands,Austria,4,1,1,3,6,0.5
593,Austria,Finland,6,2,3,3,11,0.2727272727272730
594,France,Austria,12,2,9,3,23,0.13043478260869600
595,Austria,Georgia,0,1,1,-1,2,-0.5
596,German DR,Austria,2,4,0,2,6,0.3333333333333330
597,Germany,Austria,17,6,16,1,39,0.02564102564102560
598,Ghana,Austria,0,1,0,0,1,0.0
599,Greece,Austria,4,5,3,1,12,0.08333333333333330
600,Hungary,Austria,69,29,35,34,133,0.2556390977443610
601,Iceland,Austria,2,2,0,2,4,0.5
602,Iran,Austria,1,0,0,1,1,1.0
603,Austria,Israel,5,5,2,3,12,0.25
604,Italy,Austria,17,8,11,6,36,0.16666666666666700
605,Austria,Ivory Coast,1,0,1,0,2,0.0
606,Austria,Japan,0,1,0,0,1,0.0
607,Kazakhstan,Austria,2,2,0,2,4,0.5
608,Austria,Latvia,6,1,1,5,8,0.625
609,Liechtenstein,Austria,4,0,5,-1,9,-0.1111111111111110
610,Lithuania,Austria,3,0,0,3,3,1.0
611,Austria,Luxembourg,3,0,3,0,6,0.0
612,Austria,Malta,4,1,5,-1,10,-0.1
613,Austria,Moldova,4,0,2,2,6,0.3333333333333330
614,Montenegro,Austria,1,0,1,0,2,0.0
615,Morocco,Austria,0,0,1,-1,1,-1.0
616,Netherlands,Austria,8,4,6,2,18,0.1111111111111110
617,Nigeria,Austria,0,1,0,0,1,0.0
618,Northern Ireland,Austria,6,3,2,4,11,0.36363636363636400
619,Norway,Austria,4,1,4,0,9,0.0
620,Austria,Paraguay,0,1,0,0,1,0.0
621,Poland,Austria,4,2,4,0,10,0.0
622,Portugal,Austria,2,6,3,-1,11,-0.09090909090909090
623,Republic of Ireland,Austria,8,4,4,4,16,0.25
624,Austria,Romania,3,5,0,3,8,0.375
625,Russia,Austria,9,4,6,3,19,0.15789473684210500
626,San Marino,Austria,1,0,1,0,2,0.0
627,Austria,Scotland,9,6,5,4,20,0.2
628,Austria,Serbia,3,0,1,2,4,0.5
629,Slovakia,Austria,1,2,1,0,4,0.0
630,Austria,Slovenia,2,0,2,0,4,0.0
631,Austria,Spain,7,3,6,1,16,0.0625
632,Austria,Sweden,21,6,8,13,35,0.37142857142857100
633,Switzerland,Austria,21,5,16,5,42,0.11904761904761900
634,Austria,Trinidad and Tobago,1,0,0,1,1,1.0
635,Tunisia,Austria,1,2,1,0,4,0.0
636,Turkey,Austria,9,1,6,3,16,0.1875
637,Ukraine,Austria,2,0,0,2,2,1.0
638,Austria,United States,2,0,1,1,3,0.3333333333333330
639,Uruguay,Austria,2,1,1,1,4,0.25
640,Venezuela,Austria,0,0,1,-1,1,-1.0
641,Austria,Wales,6,2,2,4,10,0.4
642,Austria,Yugoslavia,7,4,6,1,17,0.058823529411764700
643,Bahrain,Azerbaijan,1,0,2,-1,3,-0.3333333333333330
644,Azerbaijan,Belarus,0,1,1,-1,2,-0.5
645,Belgium,Azerbaijan,2,1,1,1,4,0.25
646,Azerbaijan,Bulgaria,2,1,1,1,4,0.25
647,Canada,Azerbaijan,0,1,0,0,1,0.0
648,Azerbaijan,Croatia,2,2,0,2,4,0.5
649,Azerbaijan,Czech Republic,1,1,1,0,3,0.0
650,Azerbaijan,United Kingdom,1,0,1,0,2,0.0
651,Estonia,Azerbaijan,3,4,1,2,8,0.25
652,Faroe Islands,Azerbaijan,2,0,1,1,3,0.3333333333333330
653,Azerbaijan,Finland,5,0,3,2,8,0.25
654,Georgia,Azerbaijan,4,2,0,4,6,0.6666666666666670
655,Germany,Azerbaijan,3,0,3,0,6,0.0
656,Azerbaijan,Honduras,0,1,0,0,1,0.0
657,Hungary,Azerbaijan,3,0,4,-1,7,-0.14285714285714300
658,Israel,Azerbaijan,1,2,1,0,4,0.0
659,Italy,Azerbaijan,2,0,2,0,4,0.0
660,Kazakhstan,Azerbaijan,4,3,2,2,9,0.2222222222222220
661,Azerbaijan,Kosovo,1,1,0,1,2,0.5
662,Kuwait,Azerbaijan,0,2,0,0,2,0.0
663,Kyrgyzstan,Azerbaijan,3,1,0,3,4,0.75
664,Liechtenstein,Azerbaijan,3,1,1,2,5,0.4
665,Lithuania,Azerbaijan,2,1,1,1,4,0.25
666,Azerbaijan,Luxembourg,0,2,1,-1,3,-0.3333333333333330
667,Malta,Azerbaijan,5,3,0,5,8,0.625
668,Azerbaijan,Moldova,4,5,0,4,9,0.4444444444444440
669,Azerbaijan,North Macedonia,1,2,4,-3,7,-0.42857142857142900
670,Northern Ireland,Azerbaijan,3,2,1,2,6,0.3333333333333330
671,Norway,Azerbaijan,3,1,2,1,6,0.16666666666666700
672,Poland,Azerbaijan,3,1,2,1,6,0.16666666666666700
673,Portugal,Azerbaijan,3,0,2,1,5,0.2
674,Romania,Azerbaijan,2,0,2,0,4,0.0
675,Russia,Azerbaijan,3,2,0,3,5,0.6
676,San Marino,Azerbaijan,1,0,1,0,2,0.0
677,Azerbaijan,Serbia,3,1,1,2,5,0.4
678,Slovakia,Azerbaijan,4,0,3,1,7,0.14285714285714300
679,Azerbaijan,Spain,0,0,1,-1,1,-1.0
680,Azerbaijan,Sweden,1,0,1,0,2,0.0
681,Switzerland,Azerbaijan,2,0,0,2,2,1.0
682,Tajikistan,Azerbaijan,1,0,1,0,2,0.0
683,Turkey,Azerbaijan,4,1,2,2,7,0.2857142857142860
684,Turkmenistan,Azerbaijan,2,0,0,2,2,1.0
685,Ukraine,Azerbaijan,1,1,0,1,2,0.5
686,Uzbekistan,Azerbaijan,5,4,1,4,10,0.4
687,Azerbaijan,Wales,4,1,2,2,7,0.2857142857142860
688,Antigua and Barbuda,Bahamas,0,0,1,-1,1,-1.0
689,Bahamas,Bermuda,2,0,1,1,3,0.3333333333333330
690,Bahamas,Bonaire,1,0,0,1,1,1.0
691,Bahamas,British Virgin Islands,0,2,1,-1,3,-0.3333333333333330
692,Bahamas,Cayman Islands,3,0,0,3,3,1.0
693,Bahamas,Dominica,1,1,1,0,3,0.0
694,Bahamas,Haiti,2,0,3,-1,5,-0.2
695,Turks and Caicos Islands,Bahamas,3,0,2,1,5,0.2
696,Bahamas,United States Virgin Islands,0,1,0,0,1,0.0
697,Bahrain,Albania,1,0,0,1,1,1.0
698,Bahrain,Bosnia and Herzegovina,0,0,1,-1,1,-1.0
699,Bahrain,Burkina Faso,2,1,0,2,3,0.6666666666666670
700,Bahrain,Burma,1,0,1,0,2,0.0
701,Bahrain,Chad,0,1,0,0,1,0.0
702,Bahrain,China PR,0,4,1,-1,5,-0.2
703,Bahrain,Chinese Taipei,2,0,0,2,2,1.0
704,Bahrain,Colombia,0,0,1,-1,1,-1.0
705,Bahrain,Congo,1,0,0,1,1,1.0
706,Bahrain,Egypt,0,0,1,-1,1,-1.0
707,Bahrain,Finland,0,1,4,-4,5,-0.8
708,Bahrain,Guinea,1,0,0,1,1,1.0
709,Bahrain,Hong Kong,3,0,2,1,5,0.2
710,Bahrain,Iceland,1,0,1,0,2,0.0
711,Bahrain,India,2,1,2,0,5,0.0
712,Bahrain,Indonesia,3,1,2,1,6,0.16666666666666700
713,Bahrain,Iran,10,4,0,10,14,0.7142857142857140
714,Bahrain,Iraq,10,10,8,2,28,0.07142857142857140
715,Bahrain,Japan,6,0,3,3,9,0.3333333333333330
716,Bahrain,Jordan,9,5,8,1,22,0.045454545454545500
717,Bahrain,Kazakhstan,0,0,1,-1,1,-1.0
718,Bahrain,Kenya,2,0,0,2,2,1.0
719,Bahrain,Kuwait,9,13,20,-11,42,-0.2619047619047620
720,Bahrain,Kyrgyzstan,2,1,2,0,5,0.0
721,Bahrain,Latvia,0,1,0,0,1,0.0
722,Bahrain,Lebanon,7,6,2,5,15,0.3333333333333330
723,Bahrain,Libya,3,1,0,3,4,0.75
724,Bahrain,Malaysia,4,4,3,1,11,0.09090909090909090
725,Bahrain,Maldives,2,0,0,2,2,1.0
726,Bahrain,Mauritania,1,0,0,1,1,1.0
727,Bahrain,Morocco,1,0,1,0,2,0.0
728,Bahrain,Myanmar,1,0,0,1,1,1.0
729,Bahrain,New Zealand,1,1,2,-1,4,-0.25
730,Bahrain,North Korea,2,1,4,-2,7,-0.2857142857142860
731,Bahrain,North Macedonia,0,1,0,0,1,0.0
732,Bahrain,Norway,0,0,1,-1,1,-1.0
733,Bahrain,Oman,17,14,7,10,38,0.2631578947368420
734,Bahrain,Palestine,1,1,4,-3,6,-0.5
735,Bahrain,Panama,1,0,0,1,1,1.0
736,Bahrain,Paraguay,0,0,1,-1,1,-1.0
737,Bahrain,Philippines,3,2,1,2,6,0.3333333333333330
738,Bahrain,Qatar,14,18,5,9,37,0.24324324324324300
739,Bahrain,Saudi Arabia,19,8,5,14,32,0.4375
740,Bahrain,Singapore,5,1,3,2,9,0.2222222222222220
741,Bahrain,South Korea,11,3,1,10,15,0.6666666666666670
742,Bahrain,Sri Lanka,1,0,0,1,1,1.0
743,Bahrain,Sudan,1,0,1,0,2,0.0
744,Bahrain,Sweden,0,0,1,-1,1,-1.0
745,Bahrain,Syria,6,6,8,-2,20,-0.1
746,Bahrain,Tajikistan,2,2,0,2,4,0.5
747,Bahrain,Thailand,1,4,4,-3,9,-0.3333333333333330
748,Bahrain,Togo,2,0,0,2,2,1.0
749,Bahrain,Trinidad and Tobago,0,1,1,-1,2,-0.5
750,Bahrain,Tunisia,0,0,1,-1,1,-1.0
751,Bahrain,Turkmenistan,2,0,1,1,3,0.3333333333333330
752,Bahrain,Uganda,0,1,0,0,1,0.0
753,Bahrain,United Arab Emirates,9,5,11,-2,25,-0.08
754,Bahrain,Uzbekistan,3,5,4,-1,12,-0.08333333333333330
755,Bahrain,Yemen,8,2,4,4,14,0.2857142857142860
756,Bahrain,Yemen DPR,1,1,1,0,3,0.0
757,Bahrain,Zimbabwe,1,0,0,1,1,1.0
758,Bhutan,Bangladesh,8,2,1,7,11,0.6363636363636360
759,Burma,Bangladesh,2,1,7,-5,10,-0.5
760,Cambodia,Bangladesh,2,1,1,1,4,0.25
761,China PR,Bangladesh,3,0,1,2,4,0.5
762,Chinese Taipei,Bangladesh,0,0,1,-1,1,-1.0
763,Guam,Bangladesh,1,0,0,1,1,1.0
764,Hong Kong,Bangladesh,1,1,2,-1,4,-0.25
765,India,Bangladesh,5,8,4,1,17,0.058823529411764700
766,Indonesia,Bangladesh,3,1,2,1,6,0.16666666666666700
767,Iran,Bangladesh,2,0,2,0,4,0.0
768,Japan,Bangladesh,1,0,2,-1,3,-0.3333333333333330
769,Jordan,Bangladesh,1,0,1,0,2,0.0
770,Kuwait,Bangladesh,0,0,1,-1,1,-1.0
771,Kyrgyzstan,Bangladesh,2,0,2,0,4,0.0
772,Lebanon,Bangladesh,2,0,0,2,2,1.0
773,Macau,Bangladesh,1,0,0,1,1,1.0
774,Malaysia,Bangladesh,1,2,2,-1,5,-0.2
775,Maldives,Bangladesh,3,3,1,2,7,0.2857142857142860
776,Mongolia,Bangladesh,0,1,1,-1,2,-0.5
777,Nepal,Bangladesh,7,3,4,3,14,0.21428571428571400
778,North Korea,Bangladesh,1,0,1,0,2,0.0
779,Northern Mariana Islands,Bangladesh,1,0,0,1,1,1.0
780,Oman,Bangladesh,0,0,1,-1,1,-1.0
781,Pakistan,Bangladesh,3,4,5,-2,12,-0.16666666666666700
782,Palestine,Bangladesh,2,1,0,2,3,0.6666666666666670
783,Philippines,Bangladesh,1,0,1,0,2,0.0
784,Qatar,Bangladesh,1,0,2,-1,3,-0.3333333333333330
785,Saudi Arabia,Bangladesh,3,0,1,2,4,0.5
786,Serbia,Bangladesh,0,0,1,-1,1,-1.0
787,Singapore,Bangladesh,0,1,2,-2,3,-0.6666666666666670
788,South Korea,Bangladesh,2,0,2,0,4,0.0
789,Sri Lanka,Bangladesh,8,1,4,4,13,0.3076923076923080
790,Sudan,Bangladesh,0,0,1,-1,1,-1.0
791,Syria,Bangladesh,1,0,2,-1,3,-0.3333333333333330
792,Tajikistan,Bangladesh,4,2,4,0,10,0.0
793,Thailand,Bangladesh,8,3,2,6,13,0.46153846153846200
794,Uzbekistan,Bangladesh,1,0,2,-1,3,-0.3333333333333330
795,Vietnam,Bangladesh,0,1,1,-1,2,-0.5
796,Vietnam Republic,Bangladesh,0,1,0,0,1,0.0
797,Cascadia,Barawa,0,0,1,-1,1,-1.0
798,Chagos Islands,Barawa,1,0,1,0,2,0.0
799,Ellan Vannin,Barawa,1,0,0,1,1,1.0
800,Northern Cyprus,Barawa,0,0,1,-1,1,-1.0
801,Panjab,Barawa,0,0,1,-1,1,-1.0
802,Surrey,Barawa,0,0,1,-1,1,-1.0
803,Tamil Eelam,Barawa,1,0,1,0,2,0.0
804,Western Armenia,Barawa,0,0,1,-1,1,-1.0
805,Yorkshire,Barawa,0,0,1,-1,1,-1.0
806,Anguilla,Barbados,1,0,0,1,1,1.0
807,Bahamas,Barbados,1,0,0,1,1,1.0
808,Belize,Barbados,1,1,0,1,2,0.5
809,Bermuda,Barbados,7,4,4,3,15,0.2
810,Canada,Barbados,0,0,1,-1,1,-1.0
811,Costa Rica,Barbados,2,0,0,2,2,1.0
812,Cuba,Barbados,0,4,2,-2,6,-0.3333333333333330
813,Curaçao,Barbados,3,1,2,1,6,0.16666666666666700
814,Dominica,Barbados,6,1,3,3,10,0.3
815,Dominican Republic,Barbados,1,0,1,0,2,0.0
816,Finland,Barbados,0,1,0,0,1,0.0
817,French Guiana,Barbados,1,0,1,0,2,0.0
818,Grenada,Barbados,11,6,5,6,22,0.2727272727272730
819,Guadeloupe,Barbados,2,1,1,1,4,0.25
820,Guatemala,Barbados,1,1,1,0,3,0.0
821,Guyana,Barbados,14,7,12,2,33,0.06060606060606060
822,Haiti,Barbados,2,0,0,2,2,1.0
823,Jamaica,Barbados,10,5,6,4,21,0.19047619047619000
824,Martinique,Barbados,4,5,3,1,12,0.08333333333333330
825,Nicaragua,Barbados,0,0,1,-1,1,-1.0
826,Northern Ireland,Barbados,0,1,0,0,1,0.0
827,Puerto Rico,Barbados,1,0,1,0,2,0.0
828,Saint Kitts and Nevis,Barbados,5,2,5,0,12,0.0
829,Saint Lucia,Barbados,6,2,0,6,8,0.75
830,Saint Martin,Barbados,1,0,0,1,1,1.0
831,Saint Vincent and the Grenadines,Barbados,4,1,0,4,5,0.8
832,Suriname,Barbados,4,4,2,2,10,0.2
833,Sweden,Barbados,0,0,1,-1,1,-1.0
834,Trinidad and Tobago,Barbados,20,11,14,6,45,0.13333333333333300
835,United States,Barbados,2,0,2,0,4,0.0
836,United States Virgin Islands,Barbados,2,0,3,-1,5,-0.2
837,Basque Country,Bolivia,2,0,0,2,2,1.0
838,Basque Country,Bulgaria,1,0,0,1,1,1.0
839,Basque Country,Cameroon,0,0,1,-1,1,-1.0
840,Catalonia,Basque Country,4,5,5,-1,14,-0.07142857142857140
841,Estonia,Basque Country,1,0,1,0,2,0.0
842,Ghana,Basque Country,1,0,0,1,1,1.0
843,Basque Country,Honduras,1,0,0,1,1,1.0
844,Hungary,Basque Country,0,0,1,-1,1,-1.0
845,Morocco,Basque Country,1,0,0,1,1,1.0
846,Nigeria,Basque Country,1,0,0,1,1,1.0
847,Basque Country,North Macedonia,0,1,0,0,1,0.0
848,Paraguay,Basque Country,0,1,0,0,1,0.0
849,Peru,Basque Country,1,0,0,1,1,1.0
850,Romania,Basque Country,0,1,0,0,1,0.0
851,Russia,Basque Country,1,1,0,1,2,0.5
852,Basque Country,Serbia,1,0,0,1,1,1.0
853,Tunisia,Basque Country,1,0,1,0,2,0.0
854,Uruguay,Basque Country,2,0,0,2,2,1.0
855,Venezuela,Basque Country,2,0,1,1,3,0.3333333333333330
856,Basque Country,Wales,0,0,1,-1,1,-1.0
857,Basque Country,Yugoslavia,1,0,0,1,1,1.0
858,Argentina,Belarus,0,1,0,0,1,0.0
859,Bosnia and Herzegovina,Belarus,1,0,1,0,2,0.0
860,Bulgaria,Belarus,6,0,1,5,7,0.7142857142857140
861,Canada,Belarus,0,0,2,-2,2,-1.0
862,Croatia,Belarus,1,0,1,0,2,0.0
863,Czech Republic,Belarus,2,0,2,0,4,0.0
864,Denmark,Belarus,1,1,0,1,2,0.5
865,United Kingdom,Belarus,1,0,1,0,2,0.0
866,Estonia,Belarus,4,1,2,2,7,0.2857142857142860
867,Finland,Belarus,2,3,1,1,6,0.16666666666666700
868,France,Belarus,2,2,2,0,6,0.0
869,Gabon,Belarus,0,1,0,0,1,0.0
870,Georgia,Belarus,2,1,0,2,3,0.6666666666666670
871,Germany,Belarus,0,1,1,-1,2,-0.5
872,Honduras,Belarus,0,1,0,0,1,0.0
873,Hungary,Belarus,0,2,1,-1,3,-0.3333333333333330
874,Iceland,Belarus,1,0,0,1,1,1.0
875,Iran,Belarus,1,2,0,1,3,0.3333333333333330
876,Israel,Belarus,3,0,2,1,5,0.2
877,Italy,Belarus,1,2,1,0,4,0.0
878,Japan,Belarus,1,0,0,1,1,1.0
879,Kazakhstan,Belarus,1,1,2,-1,4,-0.25
880,Kyrgyzstan,Belarus,2,0,0,2,2,1.0
881,Latvia,Belarus,4,1,2,2,7,0.2857142857142860
882,Libya,Belarus,0,2,0,0,2,0.0
883,Lithuania,Belarus,3,3,3,0,9,0.0
884,Luxembourg,Belarus,5,4,3,2,12,0.16666666666666700
885,Malta,Belarus,0,1,2,-2,3,-0.6666666666666670
886,Mexico,Belarus,2,0,0,2,2,1.0
887,Moldova,Belarus,4,4,0,4,8,0.5
888,Montenegro,Belarus,1,2,0,1,3,0.3333333333333330
889,Netherlands,Belarus,7,0,3,4,10,0.4
890,New Zealand,Belarus,1,0,0,1,1,1.0
891,North Macedonia,Belarus,1,1,1,0,3,0.0
892,Northern Ireland,Belarus,2,0,1,1,3,0.3333333333333330
893,Norway,Belarus,2,2,3,-1,7,-0.14285714285714300
894,Poland,Belarus,2,2,2,0,6,0.0
895,Romania,Belarus,1,2,1,0,4,0.0
896,Russia,Belarus,3,3,2,1,8,0.125
897,San Marino,Belarus,1,0,1,0,2,0.0
898,Scotland,Belarus,1,1,2,-1,4,-0.25
899,Slovakia,Belarus,1,0,2,-1,3,-0.3333333333333330
900,Slovenia,Belarus,2,2,1,1,5,0.2
901,South Korea,Belarus,1,0,0,1,1,1.0
902,Spain,Belarus,2,0,2,0,4,0.0
903,Sweden,Belarus,2,0,3,-1,5,-0.2
904,Switzerland,Belarus,3,0,1,2,4,0.5
905,Tajikistan,Belarus,1,0,0,1,1,1.0
906,Turkey,Belarus,2,1,1,1,4,0.25
907,Ukraine,Belarus,4,4,3,1,11,0.09090909090909090
908,United Arab Emirates,Belarus,0,0,2,-2,2,-1.0
909,Uzbekistan,Belarus,0,1,1,-1,2,-0.5
910,Wales,Belarus,4,0,1,3,5,0.6
911,Belgium,Australia,1,0,0,1,1,1.0
912,Belgium,Bosnia and Herzegovina,5,1,2,3,8,0.375
913,Belgium,Brazil,3,0,2,1,5,0.2
914,Belgium,Bulgaria,8,2,4,4,14,0.2857142857142860
915,Belgium,Chile,0,2,0,0,2,0.0
916,Belgium,Colombia,1,0,1,0,2,0.0
917,Belgium,Costa Rica,2,0,0,2,2,1.0
918,Belgium,Croatia,3,2,2,1,7,0.14285714285714300
919,Cyprus,Belgium,5,1,6,-1,12,-0.08333333333333330
920,Belgium,Czech Republic,3,2,3,0,8,0.0
921,Belgium,Czechoslovakia,3,1,4,-1,8,-0.125
922,Denmark,Belgium,7,3,3,4,13,0.3076923076923080
923,Egypt,Belgium,2,0,1,1,3,0.3333333333333330
924,El Salvador,Belgium,2,0,0,2,2,1.0
925,Belgium,United Kingdom,9,5,10,-1,24,-0.041666666666666700
926,Estonia,Belgium,4,0,2,2,6,0.3333333333333330
927,Faroe Islands,Belgium,1,0,1,0,2,0.0
928,Belgium,Finland,4,4,3,1,11,0.09090909090909090
929,Belgium,France,36,19,19,17,74,0.22972972972973000
930,Belgium,Gabon,1,0,0,1,1,1.0
931,German DR,Belgium,3,2,3,0,8,0.0
932,Germany,Belgium,12,1,12,0,25,0.0
933,Belgium,Gibraltar,1,0,1,0,2,0.0
934,Belgium,Greece,4,3,1,3,8,0.375
935,Hungary,Belgium,7,2,4,3,13,0.23076923076923100
936,Belgium,Iceland,7,0,4,3,11,0.2727272727272730
937,Belgium,Israel,3,0,4,-1,7,-0.14285714285714300
938,Italy,Belgium,10,4,8,2,22,0.09090909090909090
939,Belgium,Ivory Coast,0,1,0,0,1,0.0
940,Belgium,Japan,3,2,1,2,6,0.3333333333333330
941,Kazakhstan,Belgium,2,2,2,0,6,0.0
942,Belgium,Latvia,1,0,1,0,2,0.0
943,Belgium,Lithuania,0,2,0,0,2,0.0
944,Belgium,Luxembourg,8,3,7,1,18,0.05555555555555560
945,Belgium,Mexico,5,2,0,5,7,0.7142857142857140
946,Montenegro,Belgium,0,1,0,0,1,0.0
947,Morocco,Belgium,2,0,1,1,3,0.3333333333333330
948,Netherlands,Belgium,60,31,34,26,125,0.208
949,Belgium,North Macedonia,1,1,2,-1,4,-0.25
950,Belgium,Northern Ireland,3,0,0,3,3,1.0
951,Norway,Belgium,3,3,3,0,9,0.0
952,Belgium,Panama,1,0,0,1,1,1.0
953,Belgium,Paraguay,1,1,1,0,3,0.0
954,Belgium,Peru,0,1,0,0,1,0.0
955,Poland,Belgium,8,6,5,3,19,0.15789473684210500
956,Belgium,Portugal,8,7,3,5,18,0.2777777777777780
957,Belgium,Qatar,1,0,0,1,1,1.0
958,Republic of Ireland,Belgium,5,5,5,0,15,0.0
959,Belgium,Romania,10,2,0,10,12,0.8333333333333330
